exposure	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
14116_129_S100A4_S100A4	myeloma_meta-analysis	14116_129	S100A4	S100A4	1	Wald ratio	-0.325679475164011	0.402999062792877	0.419010260837002	0.722036581002745	0.327732471776091	1.59073899965065
6984_6_IGSF8_IGSF8	ieu-b-4957	6984_6	IGSF8	IGSF8	1	Wald ratio	-0.217929787561631	0.431076109416718	0.613173794220063	0.804181903256703	0.345473630289066	1.87194760128134
6234_74_VIT_VITRN	ieu-b-4957	6234_74	VITRN	VIT	1	Wald ratio	0.0122247670474812	0.163734842361887	0.940483661093234	1.01229979493326	0.734404344498553	1.39534969053269
7849_3_QPCT_Glutaminyl_cyclase	ieu-b-4957	7849_3	Glutaminyl_cyclase	QPCT	1	Wald ratio	-0.162883248182446	0.295477287510819	0.581459076462252	0.849690385520624	0.476151722065503	1.51626827708263
7849_3_QPCT_Glutaminyl_cyclase	myeloma_meta-analysis	7849_3	Glutaminyl_cyclase	QPCT	1	Wald ratio	-0.183136899365367	0.184950135992747	0.322078288970432	0.832654158108352	0.579471286655113	1.19645781073493
13972_4_HSD17B14_DHB14	ieu-b-4957	13972_4	DHB14	HSD17B14	1	Wald ratio	1.09240960094628	0.869785862105762	0.209133245255899	2.98144952770273	0.542064278920024	16.3985003843987
13972_4_HSD17B14_DHB14	myeloma_meta-analysis	13972_4	DHB14	HSD17B14	1	Wald ratio	0.684879288437103	0.550825921219822	0.213732280444851	1.98353238579093	0.673855544199976	5.83864117368434
8866_53_QPCTL_QPCTL	ieu-b-4957	8866_53	QPCTL	QPCTL	1	Wald ratio	-0.0573662787334573	0.209695842610207	0.784415871709384	0.944248148002851	0.626021771176565	1.42423890998408
8866_53_QPCTL_QPCTL	myeloma_meta-analysis	8866_53	QPCTL	QPCTL	1	Wald ratio	0.146208772526352	0.132947976878613	0.271443570906422	1.15743780404297	0.891928539610377	1.50198385939419
8053_16_DNAJB14_DJB14	ieu-b-4957	8053_16	DJB14	DNAJB14	1	Wald ratio	0.53068787525004	0.985386192236315	0.590191693546813	1.70010136414123	0.246432030580281	11.7287701665602
8053_16_DNAJB14_DJB14	myeloma_meta-analysis	8053_16	DJB14	DNAJB14	1	Wald ratio	0.68295589988081	0.597139451728248	0.252742856641292	1.97972094891111	0.614198308169304	6.3811557007369
12436_84_GSTO1_GST_omega_1	ieu-b-4957	12436_84	GST_omega_1	GSTO1	1	Wald ratio	0.0416925743525518	0.0760241257229117	0.583408753999799	1.04257391551762	0.898242940612861	1.21009620022854
6060_2_PIP_PIP	ieu-b-4957	6060_2	PIP	PIP	1	Wald ratio	-0.0129000246035635	0.136289304151734	0.924591423595212	0.987182824081159	0.755763289664396	1.28946449435723
18435_40_UBXN2B_UBX2B	ieu-b-4957	18435_40	UBX2B	UBXN2B	1	Wald ratio	0.483417083737555	0.98781131005166	0.624571270523181	1.62160610952232	0.233939420483586	11.2405441075487
10974_20_SPINK7_ISK7	ieu-b-4957	10974_20	ISK7	SPINK7	1	Wald ratio	1.28573076329991	0.499456028945224	0.0100454121337458	3.61731038928054	1.35906497724356	9.62789467133182
10974_20_SPINK7_ISK7	myeloma_meta-analysis	10974_20	ISK7	SPINK7	1	Wald ratio	0.381996974281392	0.300302571860817	0.203358800105976	1.4652076518202	0.813348122142832	2.63950134574166
12643_4_ARRB1_ARRB1	ieu-b-4957	12643_4	ARRB1	ARRB1	1	Wald ratio	0.336040173057818	0.783088314029643	0.667834675492396	1.39939524166768	0.301551965100661	6.49409477981161
12643_4_ARRB1_ARRB1	myeloma_meta-analysis	12643_4	ARRB1	ARRB1	1	Wald ratio	1.00372670807453	0.541614906832298	0.063852120326549	2.72843097099751	0.943802350417039	7.88760015294407
18876_77_CHST4_CHST4	ieu-b-4957	18876_77	CHST4	CHST4	1	Wald ratio	-0.026796671260237	0.761869485645971	0.971942382245672	0.973559173960905	0.218698575868088	4.3338986613938
3327_27_NTN4_NET4	myeloma_meta-analysis	3327_27	NET4	NTN4	1	Wald ratio	-0.479767493852001	0.23354944481705	0.0399521032424454	0.618927279475751	0.391596069386559	0.978229883357462
9191_8_TFF2_Trefoil_factor_2	ieu-b-4957	9191_8	Trefoil_factor_2	TFF2	1	Wald ratio	-0.050666567258021	0.675881109624772	0.940243571996268	0.950595577385811	0.252740112350292	3.57534046868291
3172_28_ARSB_ARSB	ieu-b-4957	3172_28	ARSB	ARSB	1	Wald ratio	-0.148854283534631	0.450412261230413	0.741033881427942	0.861694668852469	0.356413995332688	2.08330119482451
3172_28_ARSB_ARSB	myeloma_meta-analysis	3172_28	ARSB	ARSB	1	Wald ratio	-0.265274555297757	0.275328692962104	0.33530511811649	0.7669953384314	0.447124234477708	1.3157011045547
15440_57_PCSK2_NEC2	ieu-b-4957	15440_57	NEC2	PCSK2	1	Wald ratio	0.504566960128663	0.706485642581605	0.475107967653322	1.65626813500373	0.414722814269194	6.61459664297156
15440_57_PCSK2_NEC2	myeloma_meta-analysis	15440_57	NEC2	PCSK2	1	Wald ratio	-0.107448107448107	0.431013431013431	0.803135085627113	0.898123127142555	0.385877841565169	2.09036400804086
7926_13_SPINT3_SPIT3	ieu-b-4957	7926_13	SPIT3	SPINT3	1	Wald ratio	0.156683093619033	0.191409840688664	0.413029581536525	1.16962489357009	0.803739398044445	1.70207208329881
13102_1_FAM3D_FAM3D	ieu-b-4957	13102_1	FAM3D	FAM3D	1	Wald ratio	-0.0871888035272708	0.214469390413225	0.68435129294416	0.91650404010139	0.601969313793669	1.39538617048191
13578_98_ABLIM3_ABLM3	ieu-b-4957	13578_98	ABLM3	ABLIM3	1	Wald ratio	-1.13303863827306	0.543098679775878	0.0369561470003724	0.322053165031549	0.111079174224326	0.933732554559486
13578_98_ABLIM3_ABLM3	myeloma_meta-analysis	13578_98	ABLM3	ABLIM3	1	Wald ratio	-0.600513573000734	0.391782831988261	0.125332156329435	0.548529853619369	0.25451183943566	1.18220433665818
9002_36_SERPINA11_SPA11	ieu-b-4957	9002_36	SPA11	SERPINA11	1	Wald ratio	-0.0993517104469709	0.259277086178145	0.701580825671545	0.905424204864596	0.544691990374143	1.5050579139076
9094_5_CLEC4C_CLC4C	ieu-b-4957	9094_5	CLC4C	CLEC4C	1	Wald ratio	0.0225568111574897	0.0709617455352502	0.750581399988649	1.02281313971227	0.890004989500258	1.17543916170121
9021_1_HAVCR1_TIM_1	ieu-b-4957	9021_1	TIM_1	HAVCR1	1	Wald ratio	-0.102688181910875	0.172861300939576	0.552478957410967	0.902408316852232	0.643073449578639	1.26632621959071
13634_209_PIR_PIR	ieu-b-4957	13634_209	PIR	PIR	1	Wald ratio	-0.036971646454694	0.122817450925147	0.76339218196832	0.963703459371382	0.757528703226751	1.22599230055362
2771_35_IGFBP1_IGFBP_1	ieu-b-4957	2771_35	IGFBP_1	IGFBP1	1	Wald ratio	0.413272849397503	0.7697265265582	0.591330698516546	1.51175745177625	0.33440877982572	6.83418238657515
18386_36_GLRX_GLRX1	ieu-b-4957	18386_36	GLRX1	GLRX	1	Wald ratio	-0.441746132096378	0.788224767930264	0.575185026974526	0.642912829672049	0.137151835677098	3.01371764013466
17856_23_NT5M_NT5M	ieu-b-4957	17856_23	NT5M	NT5M	1	Wald ratio	1.06874889583833	0.468528773642824	0.0225440567456194	2.91173433726633	1.16233684413508	7.29409627991668
12357_41_SNAP29_SNP29	ieu-b-4957	12357_41	SNP29	SNAP29	1	Wald ratio	0.489209611555991	0.70249885355107	0.486187801147639	1.63102656580916	0.411606229044359	6.46308892008662
12357_41_SNAP29_SNP29	myeloma_meta-analysis	12357_41	SNP29	SNAP29	1	Wald ratio	0.219223173140224	0.464121132323897	0.636683819874853	1.24510912059509	0.501348281775015	3.09225498230549
3825_18_MAPK8_MK08	ieu-b-4957	3825_18	MK08	MAPK8	1	Wald ratio	-0.0480413135928273	1.07791777736366	0.964451151130973	0.953094410509715	0.115237489125247	7.88275553589654
3825_18_MAPK8_MK08	myeloma_meta-analysis	3825_18	MK08	MAPK8	1	Wald ratio	1.18294849023091	0.653641207815275	0.0703295059281287	3.26398385345314	0.906478218607915	11.7527265155511
3206_4_LYVE1_LYVE1	ieu-b-4957	3206_4	LYVE1	LYVE1	1	Wald ratio	0.47022560689878	0.351140725083746	0.1805260125727	1.60035520366705	0.804117228157862	3.18502910797157
3206_4_LYVE1_LYVE1	myeloma_meta-analysis	3206_4	LYVE1	LYVE1	1	Wald ratio	0.0879652005799903	0.175930401159981	0.617075077451974	1.09195012213608	0.773477741523821	1.54155059056252
16872_248_GSTZ1_MAAI	ieu-b-4957	16872_248	MAAI	GSTZ1	1	Wald ratio	-0.0350710794921778	0.0536728907657123	0.513483876986081	0.965536783954138	0.869123587820757	1.07264524197998
15620_4_NLGN1_NLGN1	ieu-b-4957	15620_4	NLGN1	NLGN1	1	Wald ratio	-0.385641698589101	0.480431499076445	0.422148954043954	0.680014132058409	0.265195646483759	1.74369084082031
15620_4_NLGN1_NLGN1	myeloma_meta-analysis	15620_4	NLGN1	NLGN1	1	Wald ratio	-0.378094523630908	0.288072018004501	0.189351486043285	0.685165733252012	0.389568454700509	1.20505671431654
12893_159_IFI16_IP16	ieu-b-4957	12893_159	IP16	IFI16	1	Wald ratio	1.53635471302772	1.11882740634686	0.169695480265793	4.64761745502944	0.518639105192873	41.6481283266551
4154_57_SELP_P_Selectin	ieu-b-4957	4154_57	P_Selectin	SELP	1	Wald ratio	-0.153293580567961	0.230929594661539	0.506811352623544	0.857877828577569	0.545574677299301	1.34895258043881
4154_57_SELP_P_Selectin	myeloma_meta-analysis	4154_57	P_Selectin	SELP	1	Wald ratio	-0.200050454086781	0.13773965691221	0.146395709561813	0.818689445807585	0.624989654842508	1.07242160487541
3431_54_EPHA1_EphA1	ieu-b-4957	3431_54	EphA1	EPHA1	1	Wald ratio	-0.1390034591384	0.0924364515903739	0.132639772485649	0.870225018224268	0.726019137540944	1.04307385740327
13093_6_SECTM1_SECTM1	ieu-b-4957	13093_6	SECTM1	SECTM1	1	Wald ratio	0.120461919762668	0.312655670321698	0.700025373669589	1.12801778496292	0.611192572169409	2.08187105199301
13093_6_SECTM1_SECTM1	myeloma_meta-analysis	13093_6	SECTM1	SECTM1	1	Wald ratio	0.192640692640693	0.191017316017316	0.313215167364387	1.21244707408872	0.833807059632879	1.76303125583218
8296_117_KDELC2_KDEL2	ieu-b-4957	8296_117	KDEL2	KDELC2	1	Wald ratio	-0.13412357796247	0.179311328760773	0.454464516947411	0.874481991223036	0.615344021922376	1.24274995080699
7968_15_CRTAM_CRTAM	ieu-b-4957	7968_15	CRTAM	CRTAM	1	Wald ratio	-0.141308602040815	0.265282281002507	0.594260237263964	0.868221335474783	0.516199545172196	1.46030405184134
9241_40_SIRPG_SIRPG	ieu-b-4957	9241_40	SIRPG	SIRPG	1	Wald ratio	-0.0669659133387313	0.400557998649211	0.867227188778627	0.935227079562133	0.426535538040225	2.05059042527854
18884_22_DNAJB4_DNJB4	ieu-b-4957	18884_22	DNJB4	DNAJB4	1	Wald ratio	-0.140417551477508	0.371265182595174	0.705271902778789	0.868995309358557	0.419749443269338	1.79905622222021
18884_22_DNAJB4_DNJB4	myeloma_meta-analysis	18884_22	DNJB4	DNAJB4	1	Wald ratio	-0.031331592689295	0.238120104438642	0.895317338291782	0.969154155356372	0.60771637314852	1.54555614813915
12408_333_RAB22A_RB22A	ieu-b-4957	12408_333	RB22A	RAB22A	1	Wald ratio	0.402959725904431	0.953511566064744	0.6725827352431	1.49624663047032	0.230864817916764	9.69725053559672
4467_49_SPARCL1_SPARCL1	ieu-b-4957	4467_49	SPARCL1	SPARCL1	1	Wald ratio	-0.00504361711760146	0.112441591403895	0.96422253436578	0.994969080562831	0.798173620004368	1.24028588074688
5000_52_LGALS3BP_LG3BP	ieu-b-4957	5000_52	LG3BP	LGALS3BP	1	Wald ratio	0.465079997878514	0.385813256551016	0.228028221336294	1.59214155173909	0.747430477328219	3.39150569539994
16614_27_RSPO1_RSPO1	ieu-b-4957	16614_27	RSPO1	RSPO1	1	Wald ratio	-0.0667667589287555	0.283392743383556	0.81374463821891	0.9354133527073	0.536753384897189	1.63016790400066
8660_5_OLFML3_OLFL3	ieu-b-4957	8660_5	OLFL3	OLFML3	1	Wald ratio	-0.476906063498911	0.671796949160134	0.477768542037061	0.620700833019447	0.166355521691442	2.31594070454504
4924_32_MMP1_MMP_1	ieu-b-4957	4924_32	MMP_1	MMP1	1	Wald ratio	0.048072360242739	0.13671310883454	0.725116148766047	1.04924657631456	0.802610825603096	1.37167147861553
4924_32_MMP1_MMP_1	myeloma_meta-analysis	4924_32	MMP_1	MMP1	1	Wald ratio	0.041301338255653	0.0851407475772958	0.627609064381803	1.04216610274892	0.881990029910269	1.23143136417242
3329_14_PGLYRP1_PGRP_S	ieu-b-4957	3329_14	PGRP_S	PGLYRP1	1	Wald ratio	-0.0853928819807155	0.324844243340708	0.792648227374054	0.918151488355624	0.485737172384326	1.73551089662672
16915_153_SEMA4A_SEM4A	ieu-b-4957	16915_153	SEM4A	SEMA4A	1	Wald ratio	-0.17447881746166	0.354845368360521	0.622928748678017	0.839894645141304	0.41896171336666	1.68374100169787
13603_7_RFESD_RFESD	ieu-b-4957	13603_7	RFESD	RFESD	1	Wald ratio	1.30524834249085	0.914824248548308	0.153644767222067	3.68860501732669	0.613971244702457	22.1603325746001
12940_35_ALDH3B1_AL3B1	ieu-b-4957	12940_35	AL3B1	ALDH3B1	1	Wald ratio	0.266636170385026	0.508274236676691	0.599867434727794	1.30556535656903	0.482110791480574	3.53549626018254
13544_9_HMHA1_HMHA1	ieu-b-4957	13544_9	HMHA1	HMHA1	1	Wald ratio	0.577531662930596	0.459090845138235	0.208395395906214	1.78163532229754	0.724490671166986	4.38131855658726
13544_9_HMHA1_HMHA1	myeloma_meta-analysis	13544_9	HMHA1	HMHA1	1	Wald ratio	0.188708430007734	0.2861562258314	0.509600770996849	1.20768877533637	0.689245489877344	2.1160997053938
17685_9_APOA4_Apo_A_IV	myeloma_meta-analysis	17685_9	Apo_A_IV	APOA4	1	Wald ratio	-0.0785274134934429	0.289619213145837	0.78628319844732	0.924476716447774	0.524043244046848	1.63089059722265
11266_8_SELPLG_SELPL	ieu-b-4957	11266_8	SELPL	SELPLG	1	Wald ratio	-0.113845929832511	0.254432384026448	0.654549728621438	0.892395436805697	0.541976084787466	1.46938146900693
3151_6_IL2RA_IL_2_sRa	ieu-b-4957	3151_6	IL_2_sRa	IL2RA	1	Wald ratio	0.0416162894018684	0.68408921886857	0.951490939871617	1.04249438585139	0.272750293121427	3.98457699932819
3457_57_POSTN_Periostin	myeloma_meta-analysis	3457_57	Periostin	POSTN	1	Wald ratio	-0.793103448275862	0.305847076461769	0.00951048068633354	0.452438494754122	0.248437563598159	0.823951855631917
12338_27_EGFLAM_EGFLA	ieu-b-4957	12338_27	EGFLA	EGFLAM	1	Wald ratio	-0.277389585491117	0.26060900464757	0.287152119274296	0.757759227597052	0.454670074245371	1.262891664822
12338_27_EGFLAM_EGFLA	myeloma_meta-analysis	12338_27	EGFLA	EGFLAM	1	Wald ratio	-0.293018539976825	0.172653534183082	0.0896687492691159	0.746008309592237	0.531836340836086	1.04642792387177
7266_4_SERPINA9_SPA9	ieu-b-4957	7266_4	SPA9	SERPINA9	1	Wald ratio	-0.104336029104132	0.362581566966789	0.773531392645942	0.900922510367372	0.442641142027389	1.83367810314484
7266_4_SERPINA9_SPA9	myeloma_meta-analysis	7266_4	SPA9	SERPINA9	1	Wald ratio	0.400332225913621	0.237541528239203	0.0919278739009818	1.4923204028029	0.936834003893486	2.37717693355098
13969_24_KPNA6_IMA7	ieu-b-4957	13969_24	IMA7	KPNA6	1	Wald ratio	0.11311687025678	0.979911914874384	0.90809974117559	1.11976279226672	0.164062064135601	7.64264863758275
6507_16_NCAM2_NCAM2	ieu-b-4957	6507_16	NCAM2	NCAM2	1	Wald ratio	0.0978341123193471	0.140511485920805	0.486258954897446	1.10277983234546	0.837303725730646	1.45242797954432
9126_171_NT5DC3_NT5D3	ieu-b-4957	9126_171	NT5D3	NT5DC3	1	Wald ratio	-0.109161858135042	0.353241353734088	0.757299389803138	0.896585286130887	0.448648785857931	1.79174713193352
9126_171_NT5DC3_NT5D3	myeloma_meta-analysis	9126_171	NT5D3	NT5DC3	1	Wald ratio	0.160095579450418	0.212664277180406	0.451564704472657	1.17362303987635	0.773579833299839	1.78054155555363
10442_1_TMEM190_TM190	ieu-b-4957	10442_1	TM190	TMEM190	1	Wald ratio	-0.024588553260922	0.0576603573599967	0.669788896302008	0.975711282676887	0.871444714086107	1.09245313185629
10442_1_TMEM190_TM190	myeloma_meta-analysis	10442_1	TM190	TMEM190	1	Wald ratio	-0.0133174319220831	0.0350824885708607	0.704239837006974	0.98677085273158	0.921199080195743	1.05701008254775
13463_1_PXDN_PXDN	ieu-b-4957	13463_1	PXDN	PXDN	1	Wald ratio	0.315546290611425	0.444374516594225	0.477647782733736	1.37100807525662	0.573826747462096	3.27566316964517
2797_56_APOB_Apo_B	ieu-b-4957	2797_56	Apo_B	APOB	1	Wald ratio	0.671994372898835	0.859035856014538	0.434058380252812	1.95813868768331	0.363594550327377	10.5455571783179
4534_10_PRSS22_BSSP4	ieu-b-4957	4534_10	BSSP4	PRSS22	1	Wald ratio	0.0621284674928912	0.257741106475505	0.809516443270594	1.06409903808313	0.642078890014426	1.7635009972435
4534_10_PRSS22_BSSP4	myeloma_meta-analysis	4534_10	BSSP4	PRSS22	1	Wald ratio	0.0259089009611366	0.162975344755537	0.873689075471858	1.02624745405818	0.745632241075596	1.4124708924089
17170_15_CALCB_CALCB	ieu-b-4957	17170_15	CALCB	CALCB	1	Wald ratio	-0.171984666098363	0.261421636519678	0.510613768492156	0.841992084093309	0.504407364906332	1.40551212968004
17170_15_CALCB_CALCB	myeloma_meta-analysis	17170_15	CALCB	CALCB	1	Wald ratio	-0.290128410914928	0.171749598715891	0.0911710832357638	0.748167488538176	0.534321466265154	1.04759891983779
18313_4_ASRGL1_Asparaginase_like_protein_1	ieu-b-4957	18313_4	Asparaginase_like_protein_1	ASRGL1	1	Wald ratio	0.0423447953531688	0.302747615422367	0.888764045222391	1.04325412591966	0.576349788514426	1.88840040013503
5615_62_FAM172A_F172A	ieu-b-4957	5615_62	F172A	FAM172A	1	Wald ratio	-0.296319316693271	0.881359722793885	0.736714767453683	0.743549962193587	0.132154395985056	4.18348963844231
12343_14_ACAP2_CENB2	ieu-b-4957	12343_14	CENB2	ACAP2	1	Wald ratio	0.598819388247484	1.13866749093847	0.598961255818911	1.81996885489547	0.195348742631651	16.955761210274
12343_14_ACAP2_CENB2	myeloma_meta-analysis	12343_14	CENB2	ACAP2	1	Wald ratio	-0.297945205479452	0.703767123287671	0.672034328198367	0.742342014908166	0.186872489858393	2.94891809658822
18841_1_SERPINB13_SPB13	ieu-b-4957	18841_1	SPB13	SERPINB13	1	Wald ratio	0.362646617561561	0.370132252416046	0.327196808399352	1.43712791373048	0.695716800577735	2.96864563096397
18841_1_SERPINB13_SPB13	myeloma_meta-analysis	18841_1	SPB13	SERPINB13	1	Wald ratio	0.302619485294118	0.286994485294118	0.291679890265659	1.35339937808324	0.771136632947897	2.37531171304097
12855_16_CASS4_CT032	ieu-b-4957	12855_16	CT032	CASS4	1	Wald ratio	0.910191794437531	1.06253113764616	0.391651613868762	2.48479905832371	0.309632479337237	19.940499696486
19130_81_SERPINB8_SPB8	ieu-b-4957	19130_81	SPB8	SERPINB8	1	Wald ratio	0.325006119122365	0.322926788654863	0.314204433824811	1.38403911505954	0.734966479713562	2.60632875768886
13973_62_TTL_TTL	ieu-b-4957	13973_62	TTL	TTL	1	Wald ratio	-0.147169239738807	1.12234892928363	0.895675553334112	0.863147886131642	0.0956582685309526	7.78839388141811
13973_62_TTL_TTL	myeloma_meta-analysis	13973_62	TTL	TTL	1	Wald ratio	-0.75093399750934	0.813200498132005	0.35578299629766	0.471925569527928	0.0958657049328041	2.32318474401631
12386_11_RNPEP_AMPB	ieu-b-4957	12386_11	AMPB	RNPEP	1	Wald ratio	-0.146250419607503	0.211894461494997	0.490065864623975	0.863941328245185	0.570316639704459	1.30873722891347
7808_5_GLCE_GLCE	ieu-b-4957	7808_5	GLCE	GLCE	1	Wald ratio	-0.0483814647962817	0.111292906485338	0.663764293420154	0.952770269430589	0.766044082832667	1.18501168099112
7808_5_GLCE_GLCE	myeloma_meta-analysis	7808_5	GLCE	GLCE	1	Wald ratio	-0.0920691326118559	0.0678404135034728	0.174735823215247	0.912042095513385	0.798487198748967	1.04174592315532
4133_54_GZMB_Granzyme_B	ieu-b-4957	4133_54	Granzyme_B	GZMB	1	Wald ratio	-0.250796645897915	0.676777373210992	0.710954247616233	0.778180601687556	0.206536051684315	2.93200651365407
3803_10_CST5_CYTD	ieu-b-4957	3803_10	CYTD	CST5	1	Wald ratio	-0.0417371035625154	0.0946033499018235	0.659082708982932	0.959121897160633	0.796793548608751	1.15452091099286
3803_10_CST5_CYTD	myeloma_meta-analysis	3803_10	CYTD	CST5	1	Wald ratio	-0.0788263085913216	0.0601765510381698	0.190223795246235	0.92420043618059	0.821377599769315	1.03989498432424
17460_51_MX1_Mx1	ieu-b-4957	17460_51	Mx1	MX1	1	Wald ratio	0.0266950567052475	0.180935021827583	0.882706230306058	1.02705456160362	0.720407981790594	1.46422735335186
17460_51_MX1_Mx1	myeloma_meta-analysis	17460_51	Mx1	MX1	1	Wald ratio	-0.102297090352221	0.109647779479326	0.350840159857437	0.902761310149263	0.728180196949722	1.11919822389606
18401_18_ALKBH3_ALKB3	ieu-b-4957	18401_18	ALKB3	ALKBH3	1	Wald ratio	0.104952817185887	0.256609690930678	0.682541223781516	1.11065820513977	0.671660565429682	1.83658489441782
18401_18_ALKBH3_ALKB3	myeloma_meta-analysis	18401_18	ALKB3	ALKBH3	1	Wald ratio	0.111803823773899	0.158769742310889	0.481315403168991	1.11829345653484	0.819234532908992	1.5265228755531
3352_80_CA6_Carbonic_anhydrase_6	ieu-b-4957	3352_80	Carbonic_anhydrase_6	CA6	1	Wald ratio	0.0903940134278273	0.100848854041653	0.370075693533688	1.09460548800994	0.898283336916965	1.33383435397314
18315_38_RTP4_RTP4	ieu-b-4957	18315_38	RTP4	RTP4	1	Wald ratio	-0.000203722715683883	0.181538711713075	0.999104614250711	0.999796298034379	0.700458892736191	1.42705396123755
5687_5_PRKCSH_GLU2B	ieu-b-4957	5687_5	GLU2B	PRKCSH	1	Wald ratio	0.447389118042827	0.613497486166547	0.465852662744724	1.5642228482133	0.469979616276211	5.20616859569186
2948_58_GHR_Growth_hormone_receptor	ieu-b-4957	2948_58	Growth_hormone_receptor	GHR	1	Wald ratio	0.220466565734639	0.311884571114447	0.479637865228585	1.24665824293892	0.676497048925111	2.29735928213874
9197_4_LGALS9_LEG9	ieu-b-4957	9197_4	LEG9	LGALS9	1	Wald ratio	0.339469529413512	0.498304396142661	0.495713747375015	1.40420250483175	0.528767164347234	3.72902254059201
9197_4_LGALS9_LEG9	myeloma_meta-analysis	9197_4	LEG9	LGALS9	1	Wald ratio	-0.41374269005848	0.307017543859649	0.177780941021251	0.661171055265814	0.362222333038409	1.20684763044402
15573_110_NCAN_CSPG3	ieu-b-4957	15573_110	CSPG3	NCAN	1	Wald ratio	0.289899535686647	0.329894919083707	0.379529648843795	1.33629323149965	0.699986306888851	2.55102075994655
19267_14_HAGH_GLO2	ieu-b-4957	19267_14	GLO2	HAGH	1	Wald ratio	0.0975987517399648	0.394185278118081	0.80444690066385	1.10252031198682	0.509154183699168	2.38739281196149
9380_2_PLA2G12B_sPLA_2__XIII	ieu-b-4957	9380_2	sPLA_2__XIII	PLA2G12B	1	Wald ratio	0.945390462626206	0.667475768739602	0.156668163653813	2.57381816220933	0.695682400368626	9.52236240072826
9380_2_PLA2G12B_sPLA_2__XIII	myeloma_meta-analysis	9380_2	sPLA_2__XIII	PLA2G12B	1	Wald ratio	-0.315930388219545	0.455153949129853	0.487608432517512	0.729110203060487	0.298784671119385	1.7792133920903
9266_1_TREM1_sTREM_1	ieu-b-4957	9266_1	sTREM_1	TREM1	1	Wald ratio	0.357010477653678	0.199947433880438	0.0741767382984533	1.42905084287526	0.965715025691653	2.11468834717555
5491_12_SPOCK2_Testican_2	ieu-b-4957	5491_12	Testican_2	SPOCK2	1	Wald ratio	-0.0106319029498869	0.309047127013705	0.972556424322496	0.98942441596117	0.539903817031526	1.81321310207173
3630_27_CADM3_Nectin_like_protein_1	myeloma_meta-analysis	3630_27	Nectin_like_protein_1	CADM3	1	Wald ratio	-1.9895251396648	0.682960893854749	0.00357873809328021	0.136760352095396	0.03586015488631	0.521564783101283
7192_37_IFNLR1_CRF2_12	ieu-b-4957	7192_37	CRF2_12	IFNLR1	1	Wald ratio	-0.308603889935511	0.385350634110892	0.423224747516001	0.734471644023681	0.345110324195473	1.56311926376709
11145_72_KIAA1549L_K154L	ieu-b-4957	11145_72	K154L	KIAA1549L	1	Wald ratio	0.069913263334088	0.183074478464646	0.702547209304211	1.07241515950467	0.749077586193375	1.53532063371407
9388_18_MCEE_MCEE	ieu-b-4957	9388_18	MCEE	MCEE	1	Wald ratio	-1.08326982663029	0.930974926453272	0.244591637851844	0.338486920612531	0.0545858448060933	2.09895799602911
9388_18_MCEE_MCEE	myeloma_meta-analysis	9388_18	MCEE	MCEE	1	Wald ratio	-0.810679611650485	0.645631067961165	0.209246849243641	0.444555838208796	0.125416321361546	1.57579086310309
17773_26_NAPG_SNAG	ieu-b-4957	17773_26	SNAG	NAPG	1	Wald ratio	-0.336332454825035	0.798157479106786	0.673473178942823	0.714385565404363	0.149460802095034	3.41458582387114
18225_13_HEBP1_HEBP1	ieu-b-4957	18225_13	HEBP1	HEBP1	1	Wald ratio	0.117420693591716	0.11127874947509	0.291336505726128	1.12459243901995	0.904217224036719	1.39867735349563
3773_15_TEK_sTie_2	ieu-b-4957	3773_15	sTie_2	TEK	1	Wald ratio	-0.0366605590584501	0.384614976192608	0.924062599448186	0.964003302007523	0.453615247644974	2.04865769196704
13666_222_CA10_Carbonic_Anhydrase_X	ieu-b-4957	13666_222	Carbonic_Anhydrase_X	CA10	1	Wald ratio	0.0175623627106754	0.294744900700306	0.952486198367081	1.01771748779304	0.571130446523425	1.81350668882138
13666_222_CA10_Carbonic_Anhydrase_X	myeloma_meta-analysis	13666_222	Carbonic_Anhydrase_X	CA10	1	Wald ratio	-0.111190689346464	0.140376007162041	0.428307129614138	0.894768109913911	0.679547826256705	1.17815102864662
13132_14_SEMA5A_SEM5A	ieu-b-4957	13132_14	SEM5A	SEMA5A	1	Wald ratio	-0.00179043201158089	0.0692856685458192	0.979383917150084	0.998211169855659	0.871455617082462	1.14340365715988
13132_14_SEMA5A_SEM5A	myeloma_meta-analysis	13132_14	SEM5A	SEMA5A	1	Wald ratio	0.0513780918727915	0.0501766784452297	0.305861885764353	1.05272084324279	0.95411774007489	1.16151406398839
15339_32_CFL2_COF2	ieu-b-4957	15339_32	COF2	CFL2	1	Wald ratio	0.220948418410508	0.522581983337416	0.672440132290226	1.24725909329823	0.447843127852744	3.47366108591185
19614_8_TCN1_Holo_TC_I	ieu-b-4957	19614_8	Holo_TC_I	TCN1	1	Wald ratio	0.113178826672125	0.19024454581218	0.551902072633148	1.11983217090457	0.771282563358171	1.62589451722182
19614_8_TCN1_Holo_TC_I	myeloma_meta-analysis	19614_8	Holo_TC_I	TCN1	1	Wald ratio	0.0636382238592183	0.116635972989564	0.585331274670906	1.06570678172549	0.847920596989148	1.33943077765599
